,단어,tf-idf,idf
11970,제주도,27.2930268855917,8.19393040260318
10040,와인,17.73159266876022,4.7985639412518175
15336,화이트와인,17.503150526099468,7.98483860474462
2840,단맛,13.389509286062612,5.515780147196643
11969,제주,13.267591745977153,8.756457400746061
4575,맑은,12.814997346617002,7.903345570493437
7094,산미,11.793949730272182,7.197239245290986
14940,해산물,11.73996859049361,8.716452066132362
4990,메기,10.842968129202228,9.214290494371541
776,고급스럽다,10.401651591371014,5.646121744453065
2925,달콤하다,10.172105449404812,5.70419049062716
7273,상큼,8.725855737092116,6.584492490169079
11895,정종,8.15207207258281,8.229437091060088
2261,냉장,7.959612221182635,7.699517808478519
9026,안주,7.761085693185688,6.547958746836623
9233,약주,7.653874456955,8.159641329124547
15334,화이트,6.9509548086602235,8.677985785304564
12621,직접,6.9445573093634385,6.773346968004657
10684,은은하다,6.929786841689788,6.169768056648118
6176,보관,6.763369750956242,6.798952918909828
8441,식전주,6.247702588165267,8.104982916586682
12688,진하다,6.15776800779199,6.018914445419238
7730,소리,6.15283405803825,8.104982916586682
7257,상자,5.643955477264501,7.009923029522941
11210,입,5.6239487849977134,6.427687528756948
1108,굉장하다,5.610805865280052,6.724021901442155
9353,어머니,5.3928279144074125,7.335071719814899
10058,완벽하다,5.159134432310725,6.924692596904306
9702,여행,5.075394227206154,7.644331392911228
9539,업체,4.654583988669667,8.798130097146629
1006,과일,4.527423462607073,7.031506601190116
2421,녹다,4.520330441314052,7.630997862041762
3744,따로,4.386256260919324,7.3059434468918765
1963,끝맛,4.365397799477955,7.027876833139537
13181,체험,4.3056118215056305,9.151770137390207
8440,식전,4.16018009929354,8.819636302367591
11772,전혀,4.146207182067092,6.96810508983962
3551,뒷맛,4.064679811544131,7.201540327190377
5337,묵직하다,3.9454847366623307,7.512479261806425
8145,스럽다,3.9365397357678447,7.604852581937441
10615,유튜브,3.931338017747434,8.887077583163125
8433,식사,3.8598536836172777,7.852487153259946
5639,바디,3.8419116761885173,8.330789585320376
