,단어,tf-idf,idf
4881,머루,77.1797650631933,7.765475776270316
10040,와인,22.364810252631244,4.7985639412518175
12688,진하다,14.828724313048236,6.018914445419238
2925,달콤하다,10.07848420891031,5.70419049062716
14424,포도주,7.921015585696457,8.094400807256147
8481,신맛,6.647823827646122,6.656813151748705
5304,무주,5.47300645143898,10.250382426058316
13872,탄산수,5.396803214739163,7.277639670729024
14422,포도,5.337751267104242,7.286985533147262
13698,콤달콤,5.197244974103416,8.217460900013373
12884,찌다,5.13437527009114,7.390782326828905
6283,복분자주,5.05111288538787,7.455320847966477
6282,복분자,5.0266530920557795,6.519227488796142
1002,과실주,4.881201505823892,8.229437091060088
4786,매력,4.868038826053327,7.017065917035321
2063,나중,4.588289699250128,7.197239245290986
7273,상큼,4.178103354836571,6.584492490169079
2840,단맛,3.9161881067455493,5.515780147196643
2946,담그다,3.387497323203354,7.743002920418258
7094,산미,3.351597150846493,7.197239245290986
15298,홍초,3.3238341992661122,9.316073188681482
5781,발효,3.2979803321844265,7.180217557721556
10058,완벽하다,3.2019359369860627,6.924692596904306
10319,용하다,2.9287161051055284,7.8119957919052085
7679,셔,2.856978236950717,8.44358507946572
14149,특유,2.849592215620021,6.687272359233414
2248,냄새,2.8406962700787517,6.751123831219946
8440,식전,2.7420162667272585,8.819636302367591
1197,구천동,2.7201032892889563,10.856518229628632
11675,적극,2.6826530184185646,7.735622813120635
14751,한국,2.6741387258442524,7.422531025143486
15505,훌륭하다,2.657783101366161,6.992285888036834
2916,달콤,2.6422708528198564,8.291568872167096
3182,덜,2.5885351649600126,7.027876833139537
14858,함량,2.5728945699696872,9.470223868508741
9876,오늘,2.541629227803319,6.72938384458354
39,가득,2.539425621469654,8.266251064182805
776,고급스럽다,2.5219412723417904,5.646121744453065
9386,어요,2.5066443879831075,7.678464399280687
1963,끝맛,2.4902795942020783,7.027876833139537
1743,깨다,2.465121553241758,6.506240293269331
7415,서다,2.43337953785735,6.651825610237666
3838,떫,2.425776921502686,8.984716052727041
